PARCEIRO;CODPARC;NUMNOTA;NUNOTA;DTNEG;VLRTOT;VLRUNIT;AD_CONTRATO;QTDNEG;TOTAL;DESCRPROD;EMPRESA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;72411;4003;26/01/2024 00:00;6.685,80;6.685,80;;1,00;6.685,80;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;72443;4006;26/01/2024 00:00;5.283,30;5.283,30;;1,00;5.283,30;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;72410;4002;26/01/2024 00:00;6.941,55;6.941,55;;1,00;6.941,55;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;72405;4001;26/01/2024 00:00;6.832,65;6.832,65;;1,00;6.832,65;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;5058;3975;26/01/2024 00:00;58.754,00;1,45;;40.520,00;58.754,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;5059;3982;26/01/2024 00:00;61.001,50;1,45;;42.070,00;61.001,50;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;5061;3986;26/01/2024 00:00;46.429,00;1,45;;32.020,00;46.429,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;5062;3985;26/01/2024 00:00;74.008,00;1,45;;51.040,00;74.008,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;5057;3974;26/01/2024 00:00;60.450,50;1,45;;41.690,00;60.450,50;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;5056;3973;26/01/2024 00:00;60.044,50;1,45;;41.410,00;60.044,50;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
210 - SANKHYA JIVA TECNOLOGIA E INOVACAO LTDA;210;14612;3979;26/01/2024 00:00;1.005,71;1.005,71;;1,00;1.005,71;SUPORTE TECNICO;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
210 - SANKHYA JIVA TECNOLOGIA E INOVACAO LTDA;210;14613;3977;26/01/2024 00:00;947,76;947,76;;1,00;947,76;SUPORTE TECNICO;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
281 - ROCHA SOCIEDADE INDIVIDUAL DE ADVOCACIA;281;2402;3995;26/01/2024 00:00;2.555,22;2.555,22;;1,00;2.555,22;ADVOCACIA;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
337 - ANALISAR SEMENTES LTDA;337;3291;3983;26/01/2024 00:00;163,00;163,00;;1,00;163,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
457 - JOSUE FERNANDO FAUSTINO;457;11;6519;26/01/2024 00:00;1.200,00;1.200,00;;1,00;1.200,00;SERVIÇO TOMADOS;Marcos tubertino de Souza
458 - JOSE EURIPEDES ALVES;458;11;6516;26/01/2024 00:00;2.700,00;2.700,00;;1,00;2.700,00;SERVIÇO TOMADOS;Marcos tubertino de Souza
459 - DAVI DA SILVA RIBEIRO;459;9;6518;26/01/2024 00:00;1.200,00;1.200,00;;1,00;1.200,00;SERVIÇO TOMADOS;Marcos tubertino de Souza
145 - TRANSPANORAMA TRANSPORTES S.A.;145;72496;4007;27/01/2024 00:00;8.559,00;8.559,00;;1,00;8.559,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
304 - IMPERADOR COMERCIO DE CEREAIS LTDA;304;14979;3996;27/01/2024 00:00;55.380,00;1,50;;36.920,00;55.380,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
43 - TECHNETT INFORMATICA E PAPELARIA LTDA;43;202418;4022;29/01/2024 00:00;450,00;450,00;;1,00;450,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;72576;4027;29/01/2024 00:00;898,48;898,48;;1,00;898,48;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;72575;4026;29/01/2024 00:00;2.834,94;2.834,94;;1,00;2.834,94;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;72591;4029;29/01/2024 00:00;5.146,04;5.146,04;;1,00;5.146,04;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;72585;4028;29/01/2024 00:00;5.259,07;5.259,07;;1,00;5.259,07;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
304 - IMPERADOR COMERCIO DE CEREAIS LTDA;304;14994;4019;29/01/2024 00:00;84.595,00;1,75;;48.340,00;84.595,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
304 - IMPERADOR COMERCIO DE CEREAIS LTDA;304;14990;4011;29/01/2024 00:00;84.245,00;1,75;;48.140,00;84.245,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
304 - IMPERADOR COMERCIO DE CEREAIS LTDA;304;14993;4014;29/01/2024 00:00;78.260,00;1,75;;44.720,00;78.260,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
304 - IMPERADOR COMERCIO DE CEREAIS LTDA;304;14991;4012;29/01/2024 00:00;80.430,00;1,75;;45.960,00;80.430,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
304 - IMPERADOR COMERCIO DE CEREAIS LTDA;304;14995;4018;29/01/2024 00:00;87.500,00;1,75;;50.000,00;87.500,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
311 - CAMPONESA CAFE INDUSTRIA, COMERCIO E EXPORTACAO LTDA;311;45;4031;29/01/2024 00:00;11.949,60;11.949,60;;1,00;11.949,60;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
311 - CAMPONESA CAFE INDUSTRIA, COMERCIO E EXPORTACAO LTDA;311;46;4030;29/01/2024 00:00;12.552,80;12.552,80;;1,00;12.552,80;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
311 - CAMPONESA CAFE INDUSTRIA, COMERCIO E EXPORTACAO LTDA;311;44;4032;29/01/2024 00:00;12.516,40;12.516,40;;1,00;12.516,40;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
490 - M DE F MARQUES COMERCIO DE PRODUTOS AGROPECUARIOS LTDA;490;1842;6522;29/01/2024 00:00;582,96;582,96;;1,00;582,96;USO E CONSUMO-FAZENDA;Marcos tubertino de Souza
45 - PRODOESTE VEICULOS E SERVICOS LTDA.;45;120993;4035;30/01/2024 00:00;80,00;80,00;;1,00;1.931,56;PRODUTO CONSUMO ST;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
45 - PRODOESTE VEICULOS E SERVICOS LTDA.;45;120993;4035;30/01/2024 00:00;450,00;450,00;;1,00;1.931,56;PRODUTO CONSUMO ST;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
45 - PRODOESTE VEICULOS E SERVICOS LTDA.;45;120993;4035;30/01/2024 00:00;316,17;316,17;;1,00;1.931,56;PRODUTO CONSUMO ST;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
45 - PRODOESTE VEICULOS E SERVICOS LTDA.;45;120993;4035;30/01/2024 00:00;947,91;947,91;;1,00;1.931,56;PRODUTO CONSUMO ST;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
45 - PRODOESTE VEICULOS E SERVICOS LTDA.;45;120993;4035;30/01/2024 00:00;151,79;151,79;;1,00;1.931,56;PRODUTO CONSUMO ST;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
45 - PRODOESTE VEICULOS E SERVICOS LTDA.;45;120993;4035;30/01/2024 00:00;356,08;356,08;;1,00;1.931,56;PRODUTO CONSUMO ST;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
311 - CAMPONESA CAFE INDUSTRIA, COMERCIO E EXPORTACAO LTDA;311;47;4033;30/01/2024 00:00;12.116,00;12.116,00;;1,00;12.116,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
311 - CAMPONESA CAFE INDUSTRIA, COMERCIO E EXPORTACAO LTDA;311;48;4034;30/01/2024 00:00;12.958,40;12.958,40;;1,00;12.958,40;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
753 - LUIDAR TINTAS LTDA;753;5771;6524;30/01/2024 00:00;208,00;208,00;;1,00;208,00;USO E CONSUMO-FAZENDA;Marcos tubertino de Souza
34 - POSTOS ALPA LTDA;34;64744;4084;31/01/2024 00:00;721,27;6,29;;114,67;2.152,03;COMBUSTIVEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
34 - POSTOS ALPA LTDA;34;64744;4084;31/01/2024 00:00;65,80;3,29;;20,00;2.152,03;COMBUSTIVEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
34 - POSTOS ALPA LTDA;34;64744;4084;31/01/2024 00:00;1.364,96;5,99;;227,88;2.152,03;COMBUSTIVEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
116 - OI S.A.;116;972471;4051;31/01/2024 00:00;157,90;157,90;;1,00;157,90;TELECOMUNICAÇÕES;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;72781;4052;31/01/2024 00:00;7.658,90;7.658,90;;1,00;7.658,90;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;72782;4053;31/01/2024 00:00;6.435,10;6.435,10;;1,00;6.435,10;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;72783;4054;31/01/2024 00:00;7.554,50;7.554,50;;1,00;7.554,50;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
304 - IMPERADOR COMERCIO DE CEREAIS LTDA;304;15004;4041;31/01/2024 00:00;76.589,00;1,45;;52.820,00;76.589,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
304 - IMPERADOR COMERCIO DE CEREAIS LTDA;304;15005;4042;31/01/2024 00:00;64.351,00;1,45;;44.380,00;64.351,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
304 - IMPERADOR COMERCIO DE CEREAIS LTDA;304;15006;4040;31/01/2024 00:00;94.192,00;1,45;;64.960,00;94.192,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
319 - MARCIA VALENTE CUSTODIO SANDERS E OUTROS;319;1258;4036;31/01/2024 00:00;34.500,00;1,15;;30.000,00;34.500,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
319 - MARCIA VALENTE CUSTODIO SANDERS E OUTROS;319;1260;4039;31/01/2024 00:00;34.500,00;1,15;;30.000,00;34.500,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
319 - MARCIA VALENTE CUSTODIO SANDERS E OUTROS;319;1261;4038;31/01/2024 00:00;15.341,00;1,15;;13.340,00;15.341,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
319 - MARCIA VALENTE CUSTODIO SANDERS E OUTROS;319;1259;4037;31/01/2024 00:00;13.317,00;1,15;;11.580,00;13.317,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
344 - SVS TRANSPORTADORA LTDA;344;8;4058;31/01/2024 00:00;5.589,00;5.589,00;;1,00;5.589,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
344 - SVS TRANSPORTADORA LTDA;344;7;4056;31/01/2024 00:00;1.950,00;1.950,00;;1,00;1.950,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
344 - SVS TRANSPORTADORA LTDA;344;9;4055;31/01/2024 00:00;2.100,00;2.100,00;;1,00;2.100,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
344 - SVS TRANSPORTADORA LTDA;344;6;4057;31/01/2024 00:00;5.562,00;5.562,00;;1,00;5.562,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
451 - VISAO CONSULTORIA E ASSESSORIA CONTABIL LTDA;451;202413;6525;31/01/2024 00:00;2.042,00;2.042,00;;1,00;2.042,00;SERVIÇO TOMADOS;Marcos tubertino de Souza
7 - POSTOS ALPA LTDA;7;96098;4148;01/02/2024 00:00;18,63;3,99;;4,67;305,01;COMBUSTIVEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
7 - POSTOS ALPA LTDA;7;96098;4148;01/02/2024 00:00;286,38;6,29;;45,53;305,01;COMBUSTIVEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
30 - LUCILAINE FONSECA DA COSTA;30;2805;4092;01/02/2024 00:00;11,25;2,25;;5,00;188,95;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
30 - LUCILAINE FONSECA DA COSTA;30;2805;4092;01/02/2024 00:00;7,50;2,50;;3,00;188,95;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
30 - LUCILAINE FONSECA DA COSTA;30;2805;4092;01/02/2024 00:00;13,50;13,50;;1,00;188,95;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
30 - LUCILAINE FONSECA DA COSTA;30;2805;4092;01/02/2024 00:00;42,90;42,90;;1,00;188,95;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
30 - LUCILAINE FONSECA DA COSTA;30;2805;4092;01/02/2024 00:00;5,10;1,70;;3,00;188,95;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
30 - LUCILAINE FONSECA DA COSTA;30;2805;4092;01/02/2024 00:00;7,80;7,80;;1,00;188,95;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
30 - LUCILAINE FONSECA DA COSTA;30;2805;4092;01/02/2024 00:00;2,70;2,70;;1,00;188,95;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
30 - LUCILAINE FONSECA DA COSTA;30;2805;4092;01/02/2024 00:00;7,00;1,40;;5,00;188,95;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
30 - LUCILAINE FONSECA DA COSTA;30;2805;4092;01/02/2024 00:00;8,90;8,90;;1,00;188,95;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
30 - LUCILAINE FONSECA DA COSTA;30;2805;4092;01/02/2024 00:00;2,00;0,20;;10,00;188,95;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
30 - LUCILAINE FONSECA DA COSTA;30;2805;4092;01/02/2024 00:00;4,50;0,45;;10,00;188,95;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
30 - LUCILAINE FONSECA DA COSTA;30;2805;4092;01/02/2024 00:00;10,90;10,90;;1,00;188,95;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
30 - LUCILAINE FONSECA DA COSTA;30;2805;4092;01/02/2024 00:00;11,90;11,90;;1,00;188,95;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
30 - LUCILAINE FONSECA DA COSTA;30;2805;4092;01/02/2024 00:00;3,70;3,70;;1,00;188,95;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
30 - LUCILAINE FONSECA DA COSTA;30;2805;4092;01/02/2024 00:00;6,00;1,20;;5,00;188,95;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
30 - LUCILAINE FONSECA DA COSTA;30;2805;4092;01/02/2024 00:00;26,00;5,20;;5,00;188,95;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
30 - LUCILAINE FONSECA DA COSTA;30;2805;4092;01/02/2024 00:00;9,50;1,90;;5,00;188,95;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
30 - LUCILAINE FONSECA DA COSTA;30;2805;4092;01/02/2024 00:00;2,80;2,80;;1,00;188,95;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
30 - LUCILAINE FONSECA DA COSTA;30;2805;4092;01/02/2024 00:00;5,00;1,00;;5,00;188,95;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
32 - LUIZ HENRIQUE ALVES REZENDE;32;5682;4120;01/02/2024 00:00;42,00;42,00;;1,00;154,00;PRODUTO CONSUMO ST;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
32 - LUIZ HENRIQUE ALVES REZENDE;32;5682;4120;01/02/2024 00:00;108,00;108,00;;1,00;154,00;PRODUTO CONSUMO ST;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
32 - LUIZ HENRIQUE ALVES REZENDE;32;5682;4120;01/02/2024 00:00;4,00;4,00;;1,00;154,00;PRODUTO CONSUMO ST;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
42 - POSTOS ALPA LTDA;42;18940;4085;01/02/2024 00:00;115,93;3,95;;29,35;3.377,37;COMBUSTIVEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
42 - POSTOS ALPA LTDA;42;18940;4085;01/02/2024 00:00;7,00;7,00;;1,00;3.377,37;COMBUSTIVEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
42 - POSTOS ALPA LTDA;42;18940;4085;01/02/2024 00:00;3.204,44;6,07;;527,92;3.377,37;COMBUSTIVEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
42 - POSTOS ALPA LTDA;42;18935;6526;01/02/2024 00:00;509,49;6,53;;78,00;509,49;COMBUSTIVEL;Marcos tubertino de Souza
42 - POSTOS ALPA LTDA;42;18940;4085;01/02/2024 00:00;10,00;10,00;;1,00;3.377,37;COMBUSTIVEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
42 - POSTOS ALPA LTDA;42;18940;4085;01/02/2024 00:00;40,00;20,00;;2,00;3.377,37;COMBUSTIVEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
47 - AILTON RODRIGUES DE OLIVEIRA;47;6374;6529;01/02/2024 00:00;620,60;620,60;;1,00;620,60;USO E CONSUMO-FAZENDA;Marcos tubertino de Souza
47 - AILTON RODRIGUES DE OLIVEIRA;47;6375;6528;01/02/2024 00:00;3.900,00;3.900,00;;1,00;3.900,00;USO E CONSUMO-FAZENDA;Marcos tubertino de Souza
145 - TRANSPANORAMA TRANSPORTES S.A.;145;72925;4086;01/02/2024 00:00;1.200,00;1.200,00;;1,00;1.200,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;72936;4088;01/02/2024 00:00;5.527,50;5.527,50;;1,00;5.527,50;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;72934;4087;01/02/2024 00:00;7.199,89;7.199,89;;1,00;7.199,89;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;72937;4089;01/02/2024 00:00;7.877,10;7.877,10;;1,00;7.877,10;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;5126;4068;01/02/2024 00:00;48.575,00;1,45;;33.500,00;48.575,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;5129;4082;01/02/2024 00:00;69.223,00;1,45;;47.740,00;69.223,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
292 - 50.229.016 ELEUSA CIPRIANA;292;6;4067;01/02/2024 00:00;1.320,00;1.320,00;;1,00;1.320,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
304 - IMPERADOR COMERCIO DE CEREAIS LTDA;304;15009;4065;01/02/2024 00:00;11.933,50;1,45;;8.230,00;11.933,50;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
304 - IMPERADOR COMERCIO DE CEREAIS LTDA;304;15013;4073;01/02/2024 00:00;82.705,00;1,75;;47.260,00;82.705,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
304 - IMPERADOR COMERCIO DE CEREAIS LTDA;304;15008;4060;01/02/2024 00:00;62.698,00;1,45;;43.240,00;62.698,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
304 - IMPERADOR COMERCIO DE CEREAIS LTDA;304;15012;4074;01/02/2024 00:00;83.125,00;1,75;;47.500,00;83.125,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
319 - MARCIA VALENTE CUSTODIO SANDERS E OUTROS;319;1263;4063;01/02/2024 00:00;18.032,00;1,15;;15.680,00;18.032,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
319 - MARCIA VALENTE CUSTODIO SANDERS E OUTROS;319;1262;4062;01/02/2024 00:00;34.500,00;1,15;;30.000,00;34.500,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
339 - ANDRE LUIZ RIBEIRO;339;123;4094;01/02/2024 00:00;11,60;2,90;;4,00;476,00;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
339 - ANDRE LUIZ RIBEIRO;339;123;4094;01/02/2024 00:00;0,50;0,50;;1,00;476,00;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
339 - ANDRE LUIZ RIBEIRO;339;123;4094;01/02/2024 00:00;17,00;8,50;;2,00;476,00;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
339 - ANDRE LUIZ RIBEIRO;339;123;4094;01/02/2024 00:00;8,50;8,50;;1,00;476,00;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
339 - ANDRE LUIZ RIBEIRO;339;123;4094;01/02/2024 00:00;17,00;8,50;;2,00;476,00;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
339 - ANDRE LUIZ RIBEIRO;339;123;4094;01/02/2024 00:00;2,00;2,00;;1,00;476,00;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
339 - ANDRE LUIZ RIBEIRO;339;123;4094;01/02/2024 00:00;64,00;16,00;;4,00;476,00;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
339 - ANDRE LUIZ RIBEIRO;339;123;4094;01/02/2024 00:00;20,00;20,00;;1,00;476,00;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
339 - ANDRE LUIZ RIBEIRO;339;123;4094;01/02/2024 00:00;95,70;2,90;;33,00;476,00;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
339 - ANDRE LUIZ RIBEIRO;339;123;4094;01/02/2024 00:00;93,00;0,75;;124,00;476,00;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
339 - ANDRE LUIZ RIBEIRO;339;123;4094;01/02/2024 00:00;20,00;2,50;;8,00;476,00;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
339 - ANDRE LUIZ RIBEIRO;339;123;4094;01/02/2024 00:00;55,20;0,80;;69,00;476,00;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
339 - ANDRE LUIZ RIBEIRO;339;123;4094;01/02/2024 00:00;6,50;6,50;;1,00;476,00;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
339 - ANDRE LUIZ RIBEIRO;339;123;4094;01/02/2024 00:00;20,00;2,50;;8,00;476,00;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
339 - ANDRE LUIZ RIBEIRO;339;123;4094;01/02/2024 00:00;45,00;5,00;;9,00;476,00;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
502 - TAMIO SEKITA;502;179;6530;01/02/2024 00:00;45.000,00;45.000,00;;1,00;45.000,00;USO E CONSUMO-FAZENDA;Marcos Tubertino de Souza
37 - AUTO POSTO SAO DOMINGOS LTDA;37;21853;4101;02/02/2024 00:00;30,00;6,09;;4,93;25,00;COMBUSTIVEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
129 - ALFATECH TELECOM LTDA;129;202441;4093;02/02/2024 00:00;345,00;345,00;;1,00;345,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
141 - NOVA BANDA LARGA TELECOMUNICACAO LTDA;141;4;4090;02/02/2024 00:00;119,90;119,90;;1,00;119,90;TELECOMUNICAÇÕES;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
