PARCEIRO;CODPARC;NUMNOTA;NUNOTA;DTNEG;VLRTOT;VLRUNIT;AD_CONTRATO;QTDNEG;TOTAL;DESCRPROD;EMPRESA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4395;591;04/08/2023 00:00;4.869,00;4.869,00;;1,00;4.869,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4394;592;04/08/2023 00:00;750,00;750,00;;1,00;750,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4393;593;04/08/2023 00:00;7.248,00;7.248,00;;1,00;7.248,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4387;598;04/08/2023 00:00;4.818,00;4.818,00;;1,00;4.818,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4388;597;04/08/2023 00:00;525,00;525,00;;1,00;525,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4390;596;04/08/2023 00:00;3.150,00;3.150,00;;1,00;3.150,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4391;595;04/08/2023 00:00;5.536,50;5.536,50;;1,00;5.536,50;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4389;849;04/08/2023 00:00;7.257,00;7.257,00;;1,00;7.257,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
86 - GIMISSON JOSE RIBEIRO;86;915;436;04/08/2023 00:00;61.752,00;1,20;;51.460,00;61.752,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
112 - HENRIQUE PAIVA FRANCA FILHO;112;39960423;414;04/08/2023 00:00;67.567,50;1,35;;50.050,00;67.567,50;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
112 - HENRIQUE PAIVA FRANCA FILHO;112;39960318;415;04/08/2023 00:00;48.087,00;1,35;;35.620,00;48.087,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
130 - CLAUDIO MARQUES BRAGA DE ARAUJO;130;39973133;492;04/08/2023 00:00;60.125,00;1,25;;48.100,00;60.125,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
196 - PADARIA E LANCHONETE SAO BENEDITO LTDA;196;374;432;04/08/2023 00:00;459,90;459,90;;1,00;459,90;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3725;490;04/08/2023 00:00;94.990,00;1,40;;67.850,00;94.990,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3723;487;04/08/2023 00:00;80.920,00;1,40;;57.800,00;80.920,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3714;460;04/08/2023 00:00;59.416,00;1,40;;42.440,00;59.416,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3720;483;04/08/2023 00:00;69.370,00;1,40;;49.550,00;69.370,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3709;421;04/08/2023 00:00;74.648,00;1,40;;53.320,00;74.648,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3713;456;04/08/2023 00:00;54.404,00;1,40;;38.860,00;54.404,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3722;486;04/08/2023 00:00;70.000,00;1,40;;50.000,00;70.000,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3724;488;04/08/2023 00:00;91.000,00;1,40;;65.000,00;91.000,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3703;418;04/08/2023 00:00;97.132,00;1,40;;69.380,00;97.132,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3704;419;04/08/2023 00:00;79.674,00;1,40;;56.910,00;79.674,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3716;457;04/08/2023 00:00;69.790,00;1,40;;49.850,00;69.790,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3715;459;04/08/2023 00:00;83.986,00;1,40;;59.990,00;83.986,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3718;455;04/08/2023 00:00;69.398,00;1,40;;49.570,00;69.398,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3717;458;04/08/2023 00:00;70.056,00;1,40;;50.040,00;70.056,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3721;485;04/08/2023 00:00;88.340,00;1,40;;63.100,00;88.340,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
207 - MB RONDAS SERVIÇOS EIRELI;207;202315;417;04/08/2023 00:00;100,00;100,00;;1,00;100,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
237 - VF TRANSPORTES LTDA.;237;15263;1704;04/08/2023 00:00;0,00;0,00;;1,00;0,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
240 - SEM PARAR INSTITUICAO DE PAGAMENTO LTDA;240;551575581;442;04/08/2023 00:00;83,14;83,14;;1,00;83,14;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4405;582;05/08/2023 00:00;4.824,00;4.824,00;;1,00;4.824,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4406;851;05/08/2023 00:00;675,00;675,00;;1,00;675,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
142 - COOPDIESEL-COOPERATIVA DE PESSOAS TRANSPORTES EM GERAL;142;29595;1245;05/08/2023 00:00;5.372,40;5.372,40;;1,00;5.372,40;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
142 - COOPDIESEL-COOPERATIVA DE PESSOAS TRANSPORTES EM GERAL;142;29591;1247;05/08/2023 00:00;7.936,50;7.936,50;;1,00;7.936,50;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
142 - COOPDIESEL-COOPERATIVA DE PESSOAS TRANSPORTES EM GERAL;142;29592;1246;05/08/2023 00:00;2.625,15;2.625,15;;1,00;2.625,15;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
142 - COOPDIESEL-COOPERATIVA DE PESSOAS TRANSPORTES EM GERAL;142;29596;1244;05/08/2023 00:00;1.980,00;1.980,00;;1,00;1.980,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4415;574;06/08/2023 00:00;2.100,00;2.100,00;;1,00;2.100,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4413;576;06/08/2023 00:00;1.500,00;1.500,00;;1,00;1.500,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4414;575;06/08/2023 00:00;4.827,00;4.827,00;;1,00;4.827,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4412;579;06/08/2023 00:00;5.401,50;5.401,50;;1,00;5.401,50;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;58921;1071;06/08/2023 00:00;1.280,00;1.280,00;;1,00;1.280,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4426;640;07/08/2023 00:00;2.700,00;2.700,00;;1,00;2.700,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4424;638;07/08/2023 00:00;2.550,00;2.550,00;;1,00;2.550,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4425;639;07/08/2023 00:00;7.201,50;7.201,50;;1,00;7.201,50;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4423;637;07/08/2023 00:00;4.812,00;4.812,00;;1,00;4.812,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4422;636;07/08/2023 00:00;1.200,00;1.200,00;;1,00;1.200,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4421;635;07/08/2023 00:00;7.314,00;7.314,00;;1,00;7.314,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4418;632;07/08/2023 00:00;4.969,50;4.969,50;;1,00;4.969,50;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4420;634;07/08/2023 00:00;900,00;900,00;;1,00;900,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4419;633;07/08/2023 00:00;7.225,50;7.225,50;;1,00;7.225,50;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4416;631;07/08/2023 00:00;4.842,00;4.842,00;;1,00;4.842,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
16 - VALDINEI JOSE GONCALVES;16;39999602;528;07/08/2023 00:00;47.539,20;1,20;;39.616,00;47.539,20;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
104 - HELGA FRANCA DE PAIVA;104;39998934;527;07/08/2023 00:00;76.315,50;1,35;;56.530,00;76.315,50;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
112 - HENRIQUE PAIVA FRANCA FILHO;112;39998155;526;07/08/2023 00:00;28.831,95;1,35;;21.357,00;28.831,95;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
112 - HENRIQUE PAIVA FRANCA FILHO;112;39995853;525;07/08/2023 00:00;49.491,00;1,35;;36.660,00;49.491,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
141 - NOVA BANDA LARGA TELECOMUNICACAO LTDA;141;11;524;07/08/2023 00:00;119,90;119,90;;1,00;119,90;TELECOMUNICAÇÕES;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;58931;1074;07/08/2023 00:00;7.764,80;7.764,80;;1,00;7.764,80;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
156 - ALE COMERCIO DE HORTIFRUTIGRANJEIROS LTDA;156;136;645;07/08/2023 00:00;960,00;960,00;;1,00;960,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
156 - ALE COMERCIO DE HORTIFRUTIGRANJEIROS LTDA;156;134;643;07/08/2023 00:00;7.942,00;7.942,00;;1,00;7.942,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
156 - ALE COMERCIO DE HORTIFRUTIGRANJEIROS LTDA;156;135;644;07/08/2023 00:00;7.766,40;7.766,40;;1,00;7.766,40;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3733;609;07/08/2023 00:00;79.492,00;1,40;;56.780,00;79.492,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3732;608;07/08/2023 00:00;91.532,00;1,40;;65.380,00;91.532,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3731;602;07/08/2023 00:00;91.504,00;1,40;;65.360,00;91.504,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3735;612;07/08/2023 00:00;66.304,00;1,40;;47.360,00;66.304,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3734;611;07/08/2023 00:00;68.530,00;1,40;;48.950,00;68.530,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3736;613;07/08/2023 00:00;71.610,00;1,40;;51.150,00;71.610,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
210 - SANKHYA JIVA TECNOLOGIA E INOVACAO LTDA;210;12961;531;07/08/2023 00:00;353,50;353,50;;1,00;353,50;SUPORTE TECNICO;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
242 - CLEMENTINO EUSTAQUIO DA SILVA;242;502;529;07/08/2023 00:00;63.467,30;1,30;;48.821,00;63.467,30;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
242 - CLEMENTINO EUSTAQUIO DA SILVA;242;504;614;07/08/2023 00:00;67.483,00;1,30;;51.910,00;67.483,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
242 - CLEMENTINO EUSTAQUIO DA SILVA;242;503;573;07/08/2023 00:00;69.108,00;1,30;;53.160,00;69.108,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
245 - BRASIL CLOUD SERVICOS DE COMPUTACAO EM NUVEM LTDA;245;10330;610;07/08/2023 00:00;76,00;76,00;;1,00;76,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4429;666;08/08/2023 00:00;2.475,00;2.475,00;;1,00;2.475,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4446;737;08/08/2023 00:00;2.550,00;2.550,00;;1,00;2.550,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4434;734;08/08/2023 00:00;2.250,00;2.250,00;;1,00;2.250,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4441;726;08/08/2023 00:00;4.848,00;4.848,00;;1,00;4.848,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4443;724;08/08/2023 00:00;7.236,00;7.236,00;;1,00;7.236,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4439;728;08/08/2023 00:00;5.469,00;5.469,00;;1,00;5.469,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4445;722;08/08/2023 00:00;5.610,00;5.610,00;;1,00;5.610,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4432;736;08/08/2023 00:00;2.250,00;2.250,00;;1,00;2.250,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4431;735;08/08/2023 00:00;5.553,00;5.553,00;;1,00;5.553,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4433;733;08/08/2023 00:00;5.766,00;5.766,00;;1,00;5.766,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4437;730;08/08/2023 00:00;5.589,00;5.589,00;;1,00;5.589,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4438;729;08/08/2023 00:00;975,00;975,00;;1,00;975,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4440;727;08/08/2023 00:00;675,00;675,00;;1,00;675,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4442;725;08/08/2023 00:00;1.350,00;1.350,00;;1,00;1.350,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4444;723;08/08/2023 00:00;2.250,00;2.250,00;;1,00;2.250,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4428;642;08/08/2023 00:00;1.950,00;1.950,00;;1,00;1.950,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4435;732;08/08/2023 00:00;4.846,50;4.846,50;;1,00;4.846,50;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4436;731;08/08/2023 00:00;1.425,00;1.425,00;;1,00;1.425,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4427;641;08/08/2023 00:00;7.314,00;7.314,00;;1,00;7.314,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4430;667;08/08/2023 00:00;4.858,50;4.858,50;;1,00;4.858,50;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
16 - VALDINEI JOSE GONCALVES;16;40030653;675;08/08/2023 00:00;58.668,00;1,20;;48.890,00;58.668,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
18 - LEONARDO CARVALHO DUARTE;18;40028202;661;08/08/2023 00:00;66.001,50;1,35;;48.890,00;66.001,50;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
43 - TECHNETT INFORMATICA E PAPELARIA LTDA;43;2769;628;08/08/2023 00:00;490,00;490,00;;1,00;490,00;REPETIDOR TP LINK DUAL BANB RE305 AC1200;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
86 - GIMISSON JOSE RIBEIRO;86;930;687;08/08/2023 00:00;75.888,00;1,20;;63.240,00;75.888,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
130 - CLAUDIO MARQUES BRAGA DE ARAUJO;130;40031223;672;08/08/2023 00:00;52.262,50;1,25;;41.810,00;52.262,50;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3742;694;08/08/2023 00:00;22.520,40;1,40;;16.086,00;22.520,40;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3675;629;08/08/2023 00:00;87.109,40;1,40;;62.221,00;87.109,40;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3745;702;08/08/2023 00:00;74.452,00;1,40;;53.180,00;74.452,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3744;701;08/08/2023 00:00;73.080,00;1,40;;52.200,00;73.080,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3746;703;08/08/2023 00:00;54.530,00;1,40;;38.950,00;54.530,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;3743;698;08/08/2023 00:00;68.250,00;1,40;;48.750,00;68.250,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
237 - VF TRANSPORTES LTDA.;237;15262;655;08/08/2023 00:00;9.939,20;9.939,20;;1,00;9.939,20;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
237 - VF TRANSPORTES LTDA.;237;15265;656;08/08/2023 00:00;6.739,20;6.739,20;;1,00;6.739,20;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
241 - ROCHA TRANSPORTES E COMERCIO LTDA;241;584;653;08/08/2023 00:00;3.520,00;3.520,00;;1,00;3.520,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
241 - ROCHA TRANSPORTES E COMERCIO LTDA;241;585;654;08/08/2023 00:00;10.599,60;10.599,60;;1,00;10.599,60;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
241 - ROCHA TRANSPORTES E COMERCIO LTDA;241;587;1656;08/08/2023 00:00;10.612,80;10.612,80;;1,00;10.612,80;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
241 - ROCHA TRANSPORTES E COMERCIO LTDA;241;588;1657;08/08/2023 00:00;3.740,00;3.740,00;;1,00;3.740,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
242 - CLEMENTINO EUSTAQUIO DA SILVA;242;505;630;08/08/2023 00:00;49.244,00;1,30;;37.880,00;49.244,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
246 - ROGERIO HENRIQUE DE OLIVEIRA 70046506691;246;202351;646;08/08/2023 00:00;12.450,00;12.450,00;;1,00;12.450,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4458;817;09/08/2023 00:00;2.475,00;2.475,00;;1,00;2.475,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4457;816;09/08/2023 00:00;1.725,00;1.725,00;;1,00;1.725,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4449;796;09/08/2023 00:00;1.200,00;1.200,00;;1,00;1.200,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4459;1171;09/08/2023 00:00;4.846,50;4.846,50;;1,00;4.846,50;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4456;815;09/08/2023 00:00;4.819,50;4.819,50;;1,00;4.819,50;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4451;810;09/08/2023 00:00;4.776,00;4.776,00;;1,00;4.776,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4454;813;09/08/2023 00:00;4.848,00;4.848,00;;1,00;4.848,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4448;795;09/08/2023 00:00;5.479,50;5.479,50;;1,00;5.479,50;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4447;794;09/08/2023 00:00;4.084,50;4.084,50;;1,00;4.084,50;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4453;812;09/08/2023 00:00;1.800,00;1.800,00;;1,00;1.800,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
8 - GRAOS DE OURO TRANSPORTES LTDA;8;4452;811;09/08/2023 00:00;5.629,50;5.629,50;;1,00;5.629,50;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
